ref_id,citation,publication_DOI
323,"Li, H., Cheng, H., Sinha, A., Kathayat, G., Spötl, C., André, A. A., Meunier, A., Biswas, J., Duan, P., Ning, Y. and Edwards, R. L.: Hydro-climatic variability in the southwestern Indian Ocean between 6000 and 3000 years ago, Clim. Past, 14(12), 1881–1891, 2018.",10.5194/cp-14-1881-2018
324,"Zhang, P., Cheng, H., Edwards, R. L., Chen, F., Wang, Y., Yang, X., Liu, J., Tan, M., Wang, X., Liu, J., An, C., Dai, Z., Zhou, J., Zhang, D., Jia, J., Jin, L. and Johnson, K. R.: A Test of Climate, Sun, and Culture Relationships from an 1810-Year Chinese Cave Record, Science, 322(5903), 940–942, 2008.",10.1126/science.1163965
325,"Tan, L., Cai, Y., Cheng, H., Edwards, L. R., Gao, Y., Xu, H., Zhang, H. and An, Z.: Centennial- to decadal-scale monsoon precipitation variations in the upper Hanjiang River region, China over the past 6650 years, Earth Planet. Sci. Lett., 482, 580–590, 2018.",10.1016/j.epsl.2017.11.044
327,"Kathayat, G., Cheng, H., Sinha, A., Berkelhammer, M., Zhang, H., Duan, P., Li, H., Li, X., Ning, Y. and Edwards, R. L.: Evaluating the timing and structure of the 4.2 ka event in the Indian summer monsoon domain from an annually resolved speleothem record from Northeast India, Clim. Past, 14(12), 1869–1879, 2018.",10.5194/cp-14-1869-2018
329,"Kathayat, G., Cheng, H., Sinha, A., Yi, L., Li, X., Zhang, H., Li, H., Ning, Y. and Edwards, R. L.: The Indian monsoon variability and civilization changes in the Indian subcontinent, Sci. Adv., 3(12), e1701296, 2017.",10.1126/sciadv.1701296
330,"Burns, S. J., Fleitmann, D., Matter, A., Kramers, J. and Al-Subbary, A. A.: Indian Ocean Climate and an Absolute Chronology over Dansgaard/Oeschger Events 9 to 13, Science, 301(5638), 1365–1367, 2003.",10.1126/science.1086227
332,"Wang, Y., Cheng, H., Edwards, R. L., Kong, X., Shao, X., Chen, S., Wu, J., Jiang, X., Wang, X. and An, Z.: Millennial- and orbital-scale changes in the East Asian monsoon over the past 224,000 years, Nature, 451(7182), 1090–1093, 2008.",10.1038/nature06692
334,"Huguet, C., Routh, J., Fietz, S., Lone, M. A., Kalpana, M. S., Ghosh, P., Mangini, A., Kumar, V. and Rangarajan, R.: Temperature and Monsoon Tango in a Tropical Stalagmite: Last Glacial-Interglacial Climate Dynamics, Sci. Rep., 8(1), 5386, 2018.",10.1038/s41598-018-23606-w
335,"Zhang, H.-L., Yu, K.-F., Zhao, J.-X., Feng, Y.-X., Lin, Y.-S., Zhou, W. and Liu, G.-H.: East Asian Summer Monsoon variations in the past 12.5ka: High-resolution δ18O record from a precisely dated aragonite stalagmite in central China, J. Asian Earth Sci., 73, 162–175, 2013.",10.1016/j.jseaes.2013.04.015
336,"Burns, S. J., Fleitmann, D., Matter, A., Kramers, J. and Al-Subbary, A. A.: Corrections and Clarifications, Science, 305(5690), 1567a–1567a, 2004.",10.1126/science.305.5690.1567a
337,"A. Mangini et al., unpublished",unpublished
338,"H. Cheng et al., unpublished",unpublished
339,"Denniston, R. F., Asmerom, Y., Polyak, V. J., Wanamaker, A. D., Ummenhofer, C. C., Humphreys, W. F., Cugley, J., Woods, D. and Lucker, S.: Decoupling of monsoon activity across the northern and southern Indo-Pacific during the Late Glacial, Quat. Sci. Rev., 176, 101–105, 2017.",10.1016/J.QUASCIREV.2017.09.014
340,"Apaéstegui, J., Cruz, F. W., Vuille, M., Fohlmeister, J., Espinoza, J. C., Sifeddine, A., Strikis, N., Guyot, J. L., Ventura, R., Cheng, H. and Edwards, R. L.: Precipitation changes over the eastern Bolivian Andes inferred from speleothem (δ18O) records for the last 1400 years, Earth Planet. Sci. Lett., 494, 124–134,2018.",10.1016/j.epsl.2018.04.048
342,"Wilcox, P. S., Dorale, J. A., Baichtal, J. F., Spötl, C., Fowell, S. J., Edwards, R. L. and Kovarik, J. L.: Millennial-scale glacial climate variability in Southeastern Alaska follows Dansgaard-Oeschger cyclicity, Sci. Rep., 9(1), 7880, 2019.",10.1038/s41598-019-44231-1
343,"Asmerom, Y., Polyak, V. J., Rasmussen, J. B. T., Burns, S. J. and Lachniet, M.: Multidecadal to multicentury scale collapses of Northern Hemisphere monsoons over the past millennium, Proc. Natl. Acad. Sci., 110(24), 9651–9656, 2013.",10.1073/pnas.1214870110
344,"Frappier, A., Sahagian, D., González, L. A. and Carpenter, S. J.: El Nino Events Recorded by Stalagmite Carbon Isotopes, Science, 298(5593), 565–565, 2002.",10.1126/science.1076446
345,"Frappier, A. B., Sahagian, D., Carpenter, S. J., González, L. A. and Frappier, B. R.: Stalagmite stable isotope record of recent tropical cyclone events, Geology, 35(2), 111, 2007.",10.1130/G23145A.1
346,"Jamieson, R. A., Baldini, J. U. L., Frappier, A. B. and Müller, W.: Volcanic ash fall events identified using principal component analysis of a high-resolution speleothem trace element dataset, Earth Planet. Sci. Lett., 426, 36–45, 2015.",10.1016/j.epsl.2015.06.014
347,"Stríkis, N. M., Cruz, F. W., Barreto, E. A. S., Naughton, F., Vuille, M., Cheng, H., Voelker, A. H. L., Zhang, H., Karmann, I., Edwards, R. L., Auler, A. S., Santos, R. V. and Sales, H. R.: South American monsoon response to iceberg discharge in the North Atlantic., Proc. Natl. Acad. Sci. U. S. A., 115(15), 3788–3793, 2018.",10.1073/pnas.1717784115
348,"Kanner, L. C., Burns, S. J., Cheng, H., Edwards, R. L. and Vuille, M.: High-resolution variability of the South American summer monsoon over the last seven millennia: insights from a speleothem record from the central Peruvian Andes, Quat. Sci. Rev., 75, 1–10, 2013.",10.1126/science.1213397
349,"Medina-Elizalde, M., Burns, S. J., Polanco-Martínez, J. M., Lases-Hernández, F., Shen, C.-C. and Wang, H.-C.: High-resolution speleothem record of precipitation from the Yucatan Peninsula spanning the Maya Preclassic Period, Glob. Planet. Change, 138, 93–102, 2016.",10.1016/j.gloplacha.2015.10.003
350,"Medina-Elizalde, M., Burns, S. J., Polanco-Martinez, J., Lases-Hernández, F., Bradley, R., Wang, H.-C. and Shen, C.-C.: Synchronous precipitation reduction in the American Tropics associated with Heinrich 2, Sci. Rep., 7(1), 11216, 2017.",10.1038/s41598-017-11742-8
351,"Polyak, V. J., Asmerom, Y. and Lachniet, M. S.: Rapid speleothem δ13C change in southwestern North America coincident with Greenland stadial 20 and the Toba (Indonesia) supereruption, Geology, 45(9), 843–846, 2017.",10.1130/G39149.1
352,"Cruz, F. W., Burns, S. J., Karmann, I., Sharp, W. D. and Vuille, M.: Reconstruction of regional atmospheric circulation features during the late Pleistocene in subtropical Brazil from oxygen isotope composition of speleothems, Earth Planet. Sci. Lett., 248(1–2), 495–507, 2006.",10.1016/j.epsl.2006.06.019
353,"van Breukelen, M. R., Vonhof, H. B., Hellstrom, J. C., Wester, W. C. G. and Kroon, D.: Fossil dripwater in stalagmites reveals Holocene temperature and rainfall variation in Amazonia, Earth Planet. Sci. Lett., 275(1–2), 54–60, 2008.",10.1016/j.epsl.2008.07.060
354,"Wendt, K. A., Häuselmann, A. D., Fleitmann, D., Berry, A. E., Wang, X., Auler, A. S., Cheng, H. and Edwards, R. L.: Three-phased Heinrich Stadial 4 recorded in NE Brazil stalagmites, Earth Planet. Sci. Lett., 510, 94–102, 2019.",10.1016/j.epsl.2018.12.025
356,"Yadava, M. G., Ramesh, R. and Pant, G. B.: Past monsoon rainfall variations in peninsular India recorded in a 331-year-old speleothem, The Holocene, 14(4), 517–524, 2004.",10.1191/0959683604hl728rp
357,"Liu, X., Rao, Z., Shen, C., Liu, J., Chen, J., Chen, S., Wang, X. and Chen, F.: Holocene Solar Activity Imprint on Centennial‐ to Multidecadal‐Scale Hydroclimatic Oscillations in Arid Central Asia, J. Geophys. Res. Atmos., 124(5), 2562–2573, 2019.",10.1029/2018JD029699
358,"Laskar, A. H., Yadava, M. G., Ramesh, R., Polyak, V. J. and Asmerom, Y.: A 4 kyr stalagmite oxygen isotopic record of the past Indian Summer Monsoon in the Andaman Islands, Geochemistry, Geophys. Geosystems, 14(9), 3555–3566, 2013.",10.1002/ggge.20203
359,"Krause, C. E., Gagan, M. K., Dunbar, G. B., Hantoro, W. S., Hellstrom, J. C., Cheng, H., Edwards, R. L., Suwargadi, B. W., Abram, N. J. and Rifai, H.: Spatio-temporal evolution of Australasian monsoon hydroclimate over the last 40,000 years, Earth Planet. Sci. Lett., 513, 103–112, 2019.",10.1016/j.epsl.2019.01.045
360,"Zhang, H., Griffiths, M. L., Huang, J., Cai, Y., Wang, C., Zhang, F., Cheng, H., Ning, Y., Hu, C. and Xie, S.: Antarctic link with East Asian summer monsoon variability during the Heinrich Stadial–Bølling interstadial transition, Earth Planet. Sci. Lett., 453, 243–251, 2016.",10.1016/j.epsl.2016.08.008
361,"Gautam, P. K., Narayana, A. C., Band, S. T., Yadava, M. G., Ramesh, R., Wu, C.-C. and Shen, C.-C.: High-resolution reconstruction of Indian summer monsoon during the Bølling-Allerød from a central Indian stalagmite, Palaeogeogr. Palaeoclimatol. Palaeoecol., 514, 567–576, 2019.",10.1016/j.palaeo.2018.11.006
362,"Dong, J., Shen, C.-C., Kong, X., Wu, C.-C., Hu, H.-M., Ren, H. and Wang, Y.: Rapid retreat of the East Asian summer monsoon in the middle Holocene and a millennial weak monsoon interval at 9 ka in northern China, J. Asian Earth Sci., 151, 31–39, 2018.",10.1016/j.jseaes.2017.10.016
363,"Sinha, N., Gandhi, N., Chakraborty, S., Krishnan, R., Yadava, M. and Ramesh, R.: Abrupt climate change at ~2800 yr BP evidenced by a stalagmite record from peninsular India, The Holocene, 28(11), 1720–1730, 2018.",10.1177/0959683618788647
364,"Partin, J. W., Quinn, T. M., Shen, C.-C., Okumura, Y., Cardenas, M. B., Siringan, F. P., Banner, J. L., Lin, K., Hu, H.-M. and Taylor, F. W.: Gradual onset and recovery of the Younger Dryas abrupt climate event in the tropics, Nat. Commun., 6(1), 8061, 2015.",10.1038/ncomms9061
365,"Marsh, A., Fleitmann, D., Al-Manmi, D. A. M., Altaweel, M., Wengrow, D. and Carter, R.: Mid- to late-Holocene archaeology, environment and climate in the northeast Kurdistan region of Iraq, The Holocene, 28(6), 955–967, 2018.",10.1177/0959683617752843
366,"Amin Al-Manmi, D. A. M., Ismaeel, S. B. and Altaweel, M.: Reconstruction of palaeoclimate in Shalaii Cave, SE of Sangaw, Kurdistan Province of Iraq, Palaeogeogr. Palaeoclimatol. Palaeoecol., 524, 262–272, 2019.",10.1016/j.palaeo.2019.03.044
367,"Tan, L., Cai, Y., Cheng, H., Edwards, L. R., Lan, J., Zhang, H., Li, D., Ma, L., Zhao, P. and Gao, Y.: High resolution monsoon precipitation changes on southeastern Tibetan Plateau over the past 2300 years, Quat. Sci. Rev., 195, 122–132, 2018.",10.1016/j.quascirev.2018.07.021
368,"Jiang, X., He, Y., Shen, C., Kong, X., Li, Z. and Chang, Y.: Stalagmite-inferred Holocene precipitation in northern Guizhou Province, China, and asynchronous termination of the Climatic Optimum in the Asian monsoon territory, Chinese Sci. Bull., 57(7), 795–801, 2012.",10.1007/s11434-011-4848-6
369,"Tan, L., An, Z., Huh, C.-A., Cai, Y., Shen, C.-C., Shiau, L.-J., Yan, L., Cheng, H. and Edwards, R. L.: Cyclic precipitation variation on the western Loess Plateau of China during the past four centuries, Sci. Rep., 4(1), 6381, 2015.",10.1038/srep06381
370,"Yin, J.-J., Rao, Z.-G., Shen, C.-C., Mii, H.-S., Pillutla, R. K., Hu, H.-M., Li, Y.-X. and Feng, X.: Variations of monsoonal rain and vegetation during the past millennium in Tiangui Mountain, North China reflected by stalagmite δ18O and δ13C records from Zhenzhu Cave, Quat. Int., 447, 89–101, 2017.",10.1016/j.quaint.2017.06.039
371,"Scroxton, N., Burns, S. J., McGee, D., Hardt, B., Godfrey, L. R., Ranivoharimanana, L. and Faina, P.: Competing Temperature and Atmospheric Circulation Effects on Southwest Madagascan Rainfall During the Last Deglaciation, Paleoceanogr. Paleoclimatology, 34(2), 275–286, 2019.",10.1029/2018PA003466
372,"Van Rampelbergh, M., Fleitmann, D., Verheyden, S., Cheng, H., Edwards, L., De Geest, P., De Vleeschouwer, D., Burns, S. J., Matter, A., Claeys, P. and Keppens, E.: Mid- to late Holocene Indian Ocean Monsoon variability recorded in four speleothems from Socotra Island, Yemen, Quat. Sci. Rev., 65, 129–142, 2013.",10.1016/j.quascirev.2013.01.016
373,"Braun, K., Bar-Matthews, M., Matthews, A., Ayalon, A., Cowling, R. M., Karkanas, P., Fisher, E. C., Dyez, K., Zilberman, T. and Marean, C. W.: Late Pleistocene records of speleothem stable isotopic compositions from Pinnacle Point on the South African south coast, Quat. Res., 91(1), 265–288, 2019.",10.1017/qua.2018.61
374,"Lauritzen, S.-E. and Onac, B. P.: Isotopic Stratigraphy of a Last Interglacial Stalagmite from Northwestern Romania: Correlation with the Deep-Sea record and Northern-Latitude Speleothem, J. Cave Karst Stud., 61, 22–30, 1999.",https://ww.caves.org/pub/journal/PDF/V61/v61n1-Lauritzen.pdf
375,"Jex, C. N., Baker, A., Eden, J. M., Eastwood, W. J., Fairchild, I. J., Leng, M. J., Thomas, L. and Sloane, H. J.: A 500 yr speleothem-derived reconstruction of late autumn–winter precipitation, northeast Turkey, Quat. Res., 75(3), 399–405, 2011.",10.1016/j.yqres.2011.01.005
376,"Jex, C. N., Baker, A., Fairchild, I. J., Eastwood, W. J., Leng, M. J., Sloane, H. J., Thomas, L. and Bekaroğlu, E.: Calibration of speleothem δ18O with instrumental climate records from Turkey, Glob. Planet. Change, 71(3–4), 207–217, 2010.",10.1016/j.gloplacha.2009.08.004
377,"Jex, C. N., Phipps, S. J., Baker, A. and Bradley, C.: Reducing uncertainty in the climatic interpretations of speleothem δ18O, Geophys. Res. Lett., 40(10), 2259–2264, 2013.",10.1002/grl.50467
378,"Niggemann, S., Mangini, A., Richter, D. K. and Wurth, G.: A paleoclimate record of the last 17,600 years in stalagmites from the B7 cave, Sauerland, Germany, Quat. Sci. Rev., 22(5–7), 555–567, 2003.",10.1016/S0277-3791(02)00143-9
379,"Rossi, C., Mertz-Kraus, R. and Osete, M.-L.: Paleoclimate variability during the Blake geomagnetic excursion (MIS 5d) deduced from a speleothem record, Quat. Sci. Rev., 102, 166–180, 2014.",10.1016/j.quascirev.2014.08.007
380,"Osete, M.-L., Martín-Chivelet, J., Rossi, C., Edwards, R. L., Egli, R., Muñoz-García, M. B., Wang, X., Pavón-Carrasco, F. J. and Heller, F.: The Blake geomagnetic excursion recorded in a radiometrically dated speleothem, Earth Planet. Sci. Lett., 353–354, 173–181, 2012.",10.1016/j.epsl.2012.07.041
381,"Columbu, A., Spötl, C., De Waele, J., Yu, T.-L., Shen, C.-C. and Gázquez, F.: A long record of MIS 7 and MIS 5 climate and environment from a western Mediterranean speleothem (SW Sardinia, Italy), Quat. Sci. Rev., 220, 230–243, 2019.",10.1016/j.quascirev.2019.07.023
382,"Rossi, C., Bajo, P., Lozano, R. P. and Hellstrom, J.: Younger Dryas to Early Holocene paleoclimate in Cantabria (N Spain): Constraints from speleothem Mg, annual fluorescence banding and stable isotope records, Quat. Sci. Rev., 192, 71–85, 2018.",10.1016/j.quascirev.2018.05.025
383,"Breitenbach, S. F. M., Plessen, B., Waltgenbach, S., Tjallingii, R., Leonhardt, J., Jochum, K. P., Meyer, H., Goswami, B., Marwan, N. and Scholz, D.: Holocene interaction of maritime and continental climate in Central Europe: New speleothem evidence from Central Germany, Glob. Planet. Change, 176, 144–161, 2019.",10.1016/j.gloplacha.2019.03.007
384,"Pawlak, J., Błaszczyk, M., Hercman, H. and Matoušková, Š.: A continuous stable isotope record of last interglacial age from the Bulgarian Cave Orlova Chuka, Geochronometria, 46(1), 87–101, 2019.",10.1515/geochr-2015-0107
385,"Lončar, N., Bar-Matthews, M., Ayalon, A., Faivre, S. and Surić, M.: Holocene climatic conditions in the eastern Adriatic recorded in stalagmites from Strašna peć Cave (Croatia), Quat. Int., 508, 98–106, 2019.",10.1016/j.quaint.2018.11.006
386,"Dumitru, O. A., Onac, B. P., Polyak, V. J., Wynn, J. G., Asmerom, Y. and Fornós, J. J.: Climate variability in the western Mediterranean between 121 and 67 ka derived from a Mallorcan speleothem record, Palaeogeogr. Palaeoclimatol. Palaeoecol., 506, 128–138, 2018.",10.1016/j.palaeo.2018.06.028
387,"Budsky, A., Scholz, D., Wassenburg, J. A., Mertz-Kraus, R., Spötl, C., Riechelmann, D. F., Gibert, L., Jochum, K. P. and Andreae, M. O.: Speleothem δ13C record suggests enhanced spring/summer drought in south-eastern Spain between 9.7 and 7.8 ka – A circum-Western Mediterranean anomaly?, The Holocene, 29(7), 1113–1133, 2019.",10.1177/0959683619838021
388,"Denniston, R. F., Houts, A. N., Asmerom, Y., Wanamaker, A. D., Haws, J. A., Polyak, V. J., Thatcher, D. L., Altan-Ochir, S., Borowske, A. C., Breitenbach, S. F. M., Ummenhofer, C. C., Regala, F. T., Benedetti, M. M. and Bicho, N.: A Stalagmite Test of North Atlantic SST and Iberian Hydroclimate Linkages over the Last Two Glacial Cycles, Clim. Past Discuss., 1–39, 2017.",10.5194/cp-2017-146
389,"Verheyden, S., Keppens, E., Quinif, Y., Cheng, H. J. and Edwards, L. R.: Late-glacial and Holocene climate reconstruction as inferred from a stalagmite-Grotte du Père Noël, Han-sur-Lesse, Belgium, Geol. Belgica, 17(1), 83–89, 2014.",https://popups.uliege.be/1374-8505/index.php?id=4421&file=1&pid=4412
390,"Verheyden, S., Keppens, E., Fairchild, I. J., McDermott, F. and Weis, D.: Mg, Sr and Sr isotope geochemistry of a Belgian Holocene speleothem: implications for paleoclimate reconstructions, Chem. Geol., 169(1–2), 131–144, 2000.",10.1016/S0009-2541(00)00299-0
391,"Flohr, P., Fleitmann, D., Zorita, E., Sadekov, A., Cheng, H., Bosomworth, M., Edwards, L., Matthews, W. and Matthews, R.: Late Holocene droughts in the Fertile Crescent recorded in a speleothem from northern Iraq, Geophys. Res. Lett., 44(3), 1528–1536, 2017.",10.1002/2016GL071786
392,"Carolin, S. A., Walker, R. T., Day, C. C., Ersek, V., Sloan, R. A., Dee, M. W., Talebian, M. and Henderson, G. M.: Precise timing of abrupt increase in dust activity in the Middle East coincident with 4.2 ka social change, Proc. Natl. Acad. Sci., 116(1), 67–72, 2019.",10.1073/pnas.1808103115
393,"Webb, M., Dredge, J., Barker, P. A., Müller, W., Jex, C., Desmarchelier, J., Hellstrom, J. and Wynn, P. M.: Quaternary climatic instability in south-east Australia from a multi-proxy speleothem record, J. Quat. Sci., 29(6), 589–596, 2014.",10.1002/jqs.2734
394,"Logan, A. J.: A new paleoclimate record for North Westland, New Zealand, with implications for the interpretation of speleothem based paleoclimate proxies, PhD Thesis, The University of Canterbury., 2011.",https://hdl.handle.net/10092/5762
395,"McCabe-Glynn, S., Johnson, K. R., Strong, C., Berkelhammer, M., Sinha, A., Cheng, H. and Edwards, R. L.: Variable North Pacific influence on drought in southwestern North America since AD 854, Nat. Geosci., 6(8), 617–621, 2013.",10.1038/ngeo1862
396,"Lachniet, M. S., Johnson, L., Asmerom, Y., Burns, S. J., Polyak, V., Patterson, W. P., Burt, L. and Azouz, A.: Late Quaternary moisture export across Central America and to Greenland: evidence for tropical rainfall variability from Costa Rican stalagmites, Quat. Sci. Rev., 28(27–28), 3348–3360, 2009.",10.1016/j.quascirev.2009.09.018
398,"Ait Brahim, Y., Wassenburg, J. A., Sha, L., Cruz, F. W., Deininger, M., Sifeddine, A., Bouchaou, L., Spötl, C., Edwards, R. L. and Cheng, H.: North Atlantic Ice‐Rafting, Ocean and Atmospheric Circulation During the Holocene: Insights From Western Mediterranean Speleothems, Geophys. Res. Lett., 46(13), 2019.",10.1029/2019GL082405
399,"Band, S., Yadava, M. G., Lone, M. A., Shen, C.-C., Sree, K. and Ramesh, R.: High-resolution mid-Holocene Indian Summer Monsoon recorded in a stalagmite from the Kotumsar Cave, Central India, Quat. Int., 479, 19–24, 2018.",10.1016/j.quaint.2018.01.026
403,"Ward, B. M., Wong, C. I., Novello, V. F., McGee, D., Santos, R. V., Silva, L. C. R., Cruz, F. W., Wang, X., Edwards, R. L. and Cheng, H.: Reconstruction of Holocene coupling between the South American Monsoon System and local moisture variability from speleothem δ18O and 87Sr/86Sr records, Quat. Sci. Rev., 210, 51–63, 2019.",10.1016/j.quascirev.2019.02.019
406,"Demény, A., Kern, Z., Németh, A., Frisia, S., Hatvani, I. G., Czuppon, G., Leél-Őssy, S., Molnár, M., Óvári, M., Surányi, G., Gilli, A., Wu, C.-C. and Shen, C.-C.: North Atlantic influences on climate conditions in East-Central Europe in the late Holocene reflected by flowstone compositions, Quat. Int., 512, 99–112, 2019.",10.1016/j.quaint.2019.02.014
407,"Czuppon, G., Demény, A., Leél-Őssy, S., Óvari, M., Molnár, M., Stieber, J., Kiss, K., Kármán, K., Surányi, G. and Haszpra, L.: Cave monitoring in the Béke and Baradla caves (Northeastern Hungary): implications for the conditions for the formation cave carbonates, Int. J. Speleol., 47(1), 13–28, 2018.",10.5038/1827-806X.47.1.2110
408,"Weber, M., Scholz, D., Schröder-Ritzrau, A., Deininger, M., Spötl, C., Lugli, F., Mertz-Kraus, R., Jochum, K. P., Fohlmeister, J., Stumpf, C. F. and Riechelmann, D. F. C.: Evidence of warm and humid interstadials in central Europe during early MIS 3 revealed by a multi-proxy speleothem record, Quat. Sci. Rev., 200, 276–286, 2018.",10.1016/j.quascirev.2018.09.045
409,"Kanner, L. C., Burns, S. J., Cheng, H., Edwards, R. L. and Vuille, M.: High-resolution variability of the South American summer monsoon over the last seven millennia: insights from a speleothem record from the central Peruvian Andes, Quat. Sci. Rev., 75, 1–10, 2013.",10.1016/j.quascirev.2013.05.008
410,"Burns, S. J., Welsh, L. K., Scroxton, N., Cheng, H. and Edwards, R. L.: Millennial and orbital scale variability of the South American Monsoon during the penultimate glacial period, Sci. Rep., 9(1), 1234, 2019.",10.1038/s41598-018-37854-3
411,"Warken, S. F., Scholz, D., Spötl, C., Jochum, K. P., Pajón, J. M., Bahr, A. and Mangini, A.: Caribbean hydroclimate and vegetation history across the last glacial period, Quat. Sci. Rev., 218, 75–90, 2019.",10.1016/j.quascirev.2019.06.019
413,"Asmerom, Y., Polyak, V., Burns, S. and Rassmussen, J.: Solar forcing of Holocene climate: New insights from a speleothem record, southwestern United States, Geology, 35(1), 1, 2007.",10.1130/G22865A.1
414,"Cheng, H., Edwards, R. L., Wang, Y., Kong, X., Ming, Y., Kelly, M. J., Wang, X., Gallup, C. D. and Liu, W.: A penultimate glacial monsoon record from Hulu Cave and two-phase glacial terminations, Geology, 34(3), 217, 2006.",10.1130/G22289.1
415,"Cai, Y., Chiang, J. C. H., Breitenbach, S. F. M., Tan, L., Cheng, H., Edwards, R. L. and An, Z.: Holocene moisture changes in western China, Central Asia, inferred from stalagmites, Quat. Sci. Rev., 158, 15–28, 2017.",10.1016/j.quascirev.2016.12.014
416,"Rudzka-Phillips, D., McDermott, F., Jackson, A. and Fleitmann, D.: Inverse modelling of the 14C bomb pulse in stalagmites to constrain the dynamics of soil carbon cycling at selected European cave sites, Geochim. Cosmochim. Acta, 112, 32–51, 2013.",10.1016/j.gca.2013.02.032
418,"Niggemann, S., Mangini, A., Mudelsee, M., Richter, D. K. and Wurth, G.: Sub-Milankovitch climatic cycles in Holocene stalagmites from Sauerland, Germany, Earth Planet. Sci. Lett., 216(4), 539–547, 2003.",10.1016/S0012-821X(03)00513-2
421,"Lachniet, M. S., Asmerom, Y., Burns, S. J., Patterson, W. P., Polyak, V. J. and Seltzer, G. O.: Tropical response to the 8200 yr B.P. cold event? Speleothem isotopes indicate a weakened early Holocene monsoon in Costa Rica, Geology, 32(11), 957, 2004.",10.1130/G20797.1
422,"Steponaitis, E., Andrews, A., McGee, D., Quade, J., Hsieh, Y.-T., Broecker, W. S., Shuman, B. N., Burns, S. J. and Cheng, H.: Mid-Holocene drying of the U.S. Great Basin recorded in Nevada speleothems, Quat. Sci. Rev., 127, 174–185, 2015.",10.1016/j.quascirev.2015.04.011
423,"Moseley, G. E., Spötl, C., Brandstätter, S., Erhardt, T., Luetscher, M. and Edwards, R. L.: NALPS19: Sub-orbital scale climate variability recorded in Northern Alpine speleothems during the last glacial period, Climate of the Past, 16, 29-50, 2020",10.5194/cp-16-29-2020
425,"P. Williams et al., unpublished",unpublished
427,"Baldini, L. M., McDermott, F., Baldini, J. U. L., Arias, P., Cueto, M., Fairchild, I. J., Hoffmann, D. L., Mattey, D. P., Müller, W., Nita, D. C., Ontañón, R., Garciá-Moncó, C. and Richards, D. A.: Regional temperature, atmospheric circulation, and sea-ice variability within the Younger Dryas Event constrained using a speleothem from northern Iberia, Earth Planet. Sci. Lett., 419, 101–110, 2015.",10.1016/j.epsl.2015.03.015
428,"Baldini, L. M., Baldini, J. U. L., McDermott, F., Arias, P., Cueto, M., Fairchild, I. J., Hoffmann, D. L., Mattey, D. P., Müller, W., Nita, D. C., Ontañón, R., Garciá-Moncó, C., and Richards, D. A.: North Iberian temperature and rainfall seasonality over the Younger Dryas and Holocene, Quaternary Science Reviews, 226, 105998, 2019.",10.1016/j.quascirev.2019.105998
430,"Tzedakis, P. C., Drysdale, R. N., Margari, V., Skinner, L. C., Menviel, L., Rhodes, R. H., Taschetto, A. S., Hodell, D. A., Crowhurst, S. J., Hellstrom, J. C., Fallick, A. E., Grimalt, J. O., McManus, J. F., Martrat, B., Mokeddem, Z., Parrenin, F., Regattieri, E., Roe, K. and Zanchetta, G.: Enhanced climate instability in the North Atlantic and southern Europe during the Last Interglacial, Nat. Commun., 9(1), 4235, 2018.",10.1038/s41467-018-06683-3
431,"Isola, I., Zanchetta, G., Drysdale, R. N., Regattieri, E., Bini, M., Bajo, P., Hellstrom, J. C., Baneschi, I., Lionello, P., Woodhead, J. and Greig, A.: The 4.2 ka event in the central Mediterranean: New data from a Corchia speleothem (Apuan Alps, central Italy), Clim. Past, 15(1), 135–151, 2019.",10.5194/cp-15-135-2019
432,"Peckover, E. N., Andrews, J. E., Leeder, M. R., Rowe, P. J., Marca, A., Sahy, D., Noble, S. and Gawthorpe, R.: Coupled stalagmite – Alluvial fan response to the 8.2 ka event and early Holocene palaeoclimate change in Greece, Palaeogeogr. Palaeoclimatol. Palaeoecol., 532, 109252, 2019.",10.1016/j.palaeo.2019.109252
433,"Wang, J. K., Johnson, K. R., Borsato, A., Amaya, D. J., Griffiths, M. L., Henderson, G. M., Frisia, S. and Mason, A.: Hydroclimatic variability in Southeast Asia over the past two millennia, Earth Planet. Sci. Lett., 525, 115737, 2019.",10.1016/j.epsl.2019.115737
436,"Williams, P. W., Neil, H. L. and Zhao, J. X.: Age frequency distribution and revised stable isotope curves for New Zealand speleothems: Palaeoclimatic implications, Int. J. Speleol., 39(2), 99–112, 2010.",10.5038/1827-806X.39.2.5
439,"Johnson, K. R., Lynn Ingram, B., Sharp, W. D. and Zhang, P.: East Asian summer monsoon variability during Marine Isotope Stage 5 based on speleothem δ18O records from Wanxiang Cave, central China, Palaeogeogr. Palaeoclimatol. Palaeoecol., 236(1–2), 5–19, 2006.",10.1016/j.palaeo.2005.11.041
440,"Cheng, H., Springer, G. S., Sinha, A., Hardt, B. F., Yi, L., Li, H., Tian, Y., Li, X., Rowe, H. D., Kathayat, G., Ning, Y. and Edwards, R. L.: Eastern North American climate in phase with fall insolation throughout the last three glacial-interglacial cycles, Earth Planet. Sci. Lett., 522, 125–134, 2019.",10.1016/j.epsl.2019.06.029
441,"Rivera-Collazo, I., Winter, A., Scholz, D., Mangini, A., Miller, T., Kushnir, Y. and Black, D.: Human adaptation strategies to abrupt climate change in Puerto Rico ca. 3.5 ka, Holocene, 25(4), 627–640, 2015.",10.1177/0959683614565951
